iter	RMSE
366	2.429471538
367	2.423927118
368	2.418501323
369	2.418101975
370	2.411034888
371	2.404995572
372	2.395036578
373	2.389484693
374	2.378028896
375	2.374924228
376	2.36822902
377	2.3644371
378	2.358029615
379	2.350778786
380	2.347022214
381	2.342621246
382	2.342289804
383	2.334861917
384	2.325341558
385	2.318028745
386	2.309743435
387	2.30193157
388	2.299961508
389	2.295057888
390	2.289645467
391	2.282382143
392	2.278623844
393	2.278278631
394	2.276829038
395	2.273777023
396	2.272089822
397	2.269175208
398	2.267798833
399	2.263734806
400	2.259406134
401	2.257106357
402	2.253226476
403	2.252964876
404	2.250225946
405	2.245808463
406	2.242389407
407	2.237734499
408	2.233267446
409	2.231744647
410	2.227975817
411	2.224764208
412	2.220677873
413	2.216974096
414	2.213144909
415	2.208979011
416	2.206398013
417	2.206179639
418	2.201683706
419	2.195987252
420	2.192779173
421	2.189225787
422	2.183726553
423	2.183500674
424	2.178450279
425	2.177232148
426	2.172717947
427	2.169978087
428	2.169777467
429	2.166748151
430	2.162528992
431	2.162339205
432	2.159265337
433	2.158175027
434	2.155969285
435	2.149994427
436	2.144501059
437	2.138620787
438	2.135624491
439	2.133398565
440	2.130795983
441	2.125911406
442	2.125077155
443	2.124059876
444	2.118618469
445	2.115716879
446	2.112007527
447	2.107027128
448	2.104216352
449	2.100963273
450	2.100083735
451	2.098473444
452	2.094736728
453	2.090642964
454	2.090417529
455	2.090198392
456	2.08954273
457	2.087357859
458	2.084689072
459	2.081765859
460	2.080789226
461	2.080609786
462	2.075233532
463	2.069396281
464	2.063857057
465	2.062105175
466	2.061393559
467	2.061269426
468	2.059209171
469	2.055845508
470	2.055094705
471	2.051320741
472	2.048938559
473	2.047106123
474	2.04695793
475	2.045401998
476	2.04272313
477	2.041418714
478	2.03712207
479	2.036156778
480	2.035632822
481	2.031836502
482	2.029875212
483	2.027145479
484	2.024233109
485	2.022461168
486	2.020188338
487	2.019227366
488	2.017219194
489	2.014776715
490	2.014672621
491	2.013992064
492	2.012234198
493	2.010710727
494	2.009664657
495	2.008929112
496	2.007525657
497	2.002962151
498	2.000500133
499	1.999052147
500	1.998463356
501	1.995702624
502	1.99364785
503	1.9898732
504	1.98757118
505	1.985493077
506	1.984129432
507	1.982456556
508	1.981638837
509	1.981238354
510	1.979570586
511	1.978384498
512	1.977831569
513	1.97442769
514	1.973232898
515	1.972527577
516	1.97135577
517	1.970465101
518	1.967148602
519	1.964184055
520	1.962216479
521	1.959104769
522	1.958173241
523	1.957735433
524	1.955092677
525	1.953642149
526	1.952110538
527	1.950889321
528	1.950206606
529	1.949262629
530	1.948212051
531	1.947226865
532	1.946919343
533	1.945376987
534	1.943946015
535	1.94242248
536	1.940376051
537	1.940306253
538	1.939264437
539	1.938709503
540	1.935427546
541	1.933413959
542	1.932214395
543	1.930857273
544	1.929664875
545	1.929154128
546	1.926639765
547	1.925793639
548	1.924884489
549	1.922053146
550	1.921728854
551	1.919452231
552	1.919079944
553	1.916614321
554	1.916458812
555	1.916197256
556	1.915116426
557	1.912384219
558	1.910473662
559	1.909518571
560	1.909078309
561	1.907945516
562	1.906845837
563	1.90608858
564	1.90580307
565	1.905674552
566	1.905561675
567	1.905513686
568	1.903469926
569	1.902811294
570	1.90054782
571	1.900228724
572	1.899110418
573	1.897426447
574	1.897012207
575	1.896186549
576	1.895218339
577	1.894097168
578	1.893132023
579	1.892305847
580	1.889763064
581	1.889125315
582	1.886657892
583	1.886346728
584	1.885979804
585	1.885323687
586	1.88309729
587	1.882571915
588	1.882340988
589	1.88128507
590	1.880167017
591	1.879940155
592	1.879288794
593	1.878536324
594	1.877787801
595	1.876360094
596	1.87567086
597	1.874529306
598	1.873118708
599	1.872146576
600	1.871928285
601	1.87162928
602	1.870535929
603	1.86952734
604	1.868895367
605	1.868393841
606	1.867066954
607	1.866331081
608	1.865710451
609	1.865324672
610	1.863774063
611	1.862528594
612	1.861942872
613	1.860221894
614	1.860113143
615	1.859895041
616	1.859338728
617	1.857690541
618	1.857603326
619	1.856330733
620	1.856056048
621	1.855779484
622	1.855364475
623	1.853251347
624	1.85306469
625	1.852598239
626	1.851890358
627	1.850565915
628	1.850101432
629	1.849365698
630	1.847871231
631	1.847503855
632	1.846617376
633	1.84606269
634	1.844327958
635	1.842752701
636	1.841328808
637	1.840746322
638	1.839995766
639	1.839748959
640	1.838992685
641	1.838861011
642	1.838616094
643	1.837933732
644	1.837267737
645	1.835510506
646	1.835155508
647	1.834595577
648	1.83408762
649	1.832359013
650	1.831899016
651	1.829983674
652	1.829797116
653	1.827939826
654	1.827159708
655	1.825286687
656	1.824819046
657	1.824617309
658	1.824262484
659	1.822946607
660	1.822721373
661	1.822109608
662	1.822026055
663	1.821211994
664	1.819995792
665	1.819278146
666	1.818817723
667	1.818461344
668	1.81729825
669	1.816376296
670	1.81598836
671	1.815866361
672	1.815620796
673	1.814447789
674	1.814275526
675	1.813938845
676	1.812927538
677	1.81246258
678	1.81185766
679	1.811543622
680	1.809978057
681	1.809713969
682	1.808826525
683	1.808187215
684	1.808081751
685	1.807697529
686	1.806247748
687	1.805821115
688	1.805353941
689	1.804822369
690	1.804639486
691	1.8042688
692	1.804002813
693	1.80289616
694	1.801460748
695	1.801110884
696	1.800860797
697	1.799938261
698	1.799546277
699	1.799477465
700	1.798434151
701	1.797269514
702	1.797161161
703	1.796989295
704	1.796825316
705	1.796582793
706	1.796095332
707	1.795953127
708	1.795889342
709	1.795714988
710	1.795078627
711	1.79489588
712	1.794688303
713	1.794549022
714	1.793474404
715	1.79331112
716	1.79209228
717	1.791367583
718	1.790227973
719	1.790107766
720	1.789785783
721	1.789682206
722	1.789545347
723	1.789257148
724	1.789033377
725	1.788829595
726	1.788613379
727	1.788387479
728	1.788302876
729	1.787411514
730	1.787130931
731	1.786748989
732	1.786595942
733	1.786543547
734	1.78648576
735	1.78631585
736	1.785126705
737	1.784085593
738	1.783653708
739	1.783475382
740	1.783357124
741	1.782748988
742	1.782538304
743	1.78249618
744	1.781936846
745	1.781330943
746	1.781165392
747	1.780997261
748	1.780963132
749	1.780728188
750	1.780604509
751	1.779935045
752	1.779745484
753	1.779428835
754	1.77921667
755	1.77896373
756	1.778419581
757	1.778285723
758	1.778169599
759	1.777249618
760	1.77633389
761	1.776246034
762	1.776039987
763	1.775849105
764	1.774865009
765	1.774841542
766	1.774706177
767	1.774488332
768	1.774369475
769	1.774253992
770	1.774060727
771	1.773356943
772	1.77322985
773	1.773126347
774	1.773081264
775	1.772946056
776	1.772660574
777	1.772495152
778	1.772304461
779	1.772186115
780	1.771920025
781	1.771802462
782	1.771772376
783	1.771409822
784	1.771299004
785	1.770425225
786	1.770194529
787	1.770003697
788	1.769916006
789	1.769066941
790	1.768916909
791	1.768394915
792	1.767877636
793	1.767768773
794	1.767737072
795	1.767530901
796	1.767484969
797	1.76745339
798	1.76728527
799	1.767154638
800	1.766810117
801	1.766788461
802	1.766483336
803	1.766415408
804	1.766255854
805	1.765539539
806	1.765477706
807	1.765387583
808	1.764884714
809	1.764809142
810	1.764720834
811	1.764401126
812	1.763966896
813	1.763937285
814	1.763890672
815	1.763867427
816	1.763715617
817	1.76296318
818	1.762626926
819	1.762303014
820	1.761993486
821	1.761983806
822	1.761802944
823	1.761755474
824	1.761329325
825	1.761219915
826	1.761170457
827	1.761078946
828	1.760993433
829	1.760893454
830	1.760845939
831	1.760803711
832	1.76078951
833	1.760738897
834	1.760730743
835	1.760694486
836	1.760629152
837	1.760580717
838	1.760511332
839	1.7602494
840	1.760143049
841	1.76012294
842	1.759691784
843	1.759295388
844	1.759043138
845	1.759036051
846	1.75866764
847	1.758611053
848	1.758487087
849	1.758410195
850	1.758277357
851	1.758237336
852	1.757966087
853	1.757903249
854	1.757825248
855	1.757787916
856	1.75764355
857	1.757325366
858	1.757274611
859	1.757198928
860	1.757139507
861	1.757109922
862	1.756834548
863	1.756790354
864	1.756783592
865	1.756752668
866	1.756151663
867	1.755797821
868	1.755640552
869	1.755048781
870	1.754668015
871	1.754227059
872	1.754129583
873	1.754096522
874	1.753696055
875	1.753536555
876	1.753485905
877	1.753444696
878	1.753406154
879	1.753216008
880	1.753167158
881	1.753098156
882	1.752583176
883	1.752577719
884	1.752563776
885	1.752509648
886	1.752085645
887	1.752011055
888	1.75190271
889	1.751895256
890	1.751545972
891	1.751100684
892	1.751066312
893	1.750990466
894	1.750944444
895	1.750668132
896	1.750594419
897	1.750560374
898	1.750484859
899	1.750030529
900	1.750004938
901	1.749973987
902	1.749958335
903	1.749951008
904	1.749601131
905	1.749575189
906	1.749497642
907	1.749182291
908	1.749138739
909	1.749084021
910	1.749038715
911	1.748842665
912	1.748800833
913	1.748794815
914	1.748573062
915	1.748552889
916	1.7485425
917	1.748538626
918	1.74852615
919	1.748449078
920	1.748408134
921	1.748333768
922	1.748318024
923	1.748281347
924	1.748254135
925	1.748228124
926	1.74817543
927	1.748171413
928	1.74808451
929	1.74807792
930	1.748064027
931	1.748029484
932	1.747862486
933	1.747525026
934	1.747446606
935	1.747425296
936	1.747251271
937	1.746933813
938	1.746880035
939	1.746802346
940	1.746785077
941	1.746701104
942	1.746694986
943	1.746666539
944	1.746282434
945	1.745893042
946	1.745556454
947	1.745427728
948	1.745214906
949	1.745155019
950	1.744799158
951	1.74475482
952	1.744742394
953	1.744702521
954	1.744498488
955	1.744453368
956	1.744393267
957	1.7441117
958	1.744079823
959	1.743953171
960	1.743844229
961	1.743800086
962	1.743474807
963	1.743446322
964	1.743381786
965	1.743090645
966	1.743076406
967	1.743061896
968	1.743046116
969	1.743001829
970	1.742712735
971	1.742673
972	1.742639321
973	1.742505399
974	1.742381257
975	1.742329751
976	1.742270049
977	1.742091697
978	1.741821427
979	1.741797706
980	1.74178485
981	1.741631811
982	1.741553453
983	1.741535698
984	1.741511179
985	1.741347036
986	1.741330675
987	1.741318199
988	1.741078533
989	1.741075804
990	1.741038688
991	1.741037034
992	1.741016361
993	1.740944855
994	1.740798178
995	1.740644004
996	1.74038977
997	1.740294531
998	1.74024525
999	1.740222555
1000	1.740182113
1001	1.740043242
1002	1.739966475
1003	1.739864149
1004	1.739636755
1005	1.739586082
1006	1.739574234
1007	1.739550403
1008	1.739532071
1009	1.739530029
1010	1.739469914
1011	1.739256018
1012	1.739249218
1013	1.739025824
1014	1.73893531
1015	1.738814912
1016	1.738801509
1017	1.738766225
1018	1.738659233
1019	1.738620694
1020	1.738598108
1021	1.738387415
1022	1.738351379
1023	1.738344589
1024	1.738140505
1025	1.738131497
1026	1.738119074
1027	1.738105785
1028	1.73810355
1029	1.738093721
1030	1.738092176
1031	1.738036199
1032	1.738026354
1033	1.737910688
1034	1.73787861
1035	1.737696545
1036	1.737694434
1037	1.737647435
1038	1.73764507
1039	1.737615551
1040	1.737548312
1041	1.737445073
1042	1.737408389
1043	1.737380313
1044	1.737322841
1045	1.737288797
1046	1.737198413
1047	1.737181029
1048	1.73701678
1049	1.7368559
1050	1.736839675
1051	1.736834233
1052	1.736663174
1053	1.736493772
1054	1.736474525
1055	1.736444576
1056	1.736354731
1057	1.736294716
1058	1.736137652
1059	1.73610444
1060	1.736089755
1061	1.736086621
1062	1.736051228
1063	1.736031767
1064	1.735962551
1065	1.73595432
1066	1.735823497
1067	1.735796049
1068	1.735664126
1069	1.735627432
1070	1.735599369
1071	1.735592422
1072	1.735578283
1073	1.735557639
1074	1.735552781
1075	1.735539807
1076	1.735397362
1077	1.735379964
1078	1.735374859
1079	1.735373723
1080	1.735367896
1081	1.735366216
1082	1.735365148
1083	1.735237652
1084	1.735207399
1085	1.735112211
1086	1.735110984
1087	1.735107828
1088	1.735106617
1089	1.735045733
1090	1.735024392
1091	1.735005121
1092	1.734993011
1093	1.73498765
1094	1.734982537
1095	1.734947669
1096	1.734942122
1097	1.734930762
1098	1.734881825
1099	1.734849756
1100	1.734841842
1101	1.734775502
1102	1.734753982
1103	1.734711354
1104	1.73466886
1105	1.734603547
1106	1.734574328
1107	1.734486656
1108	1.734483297
1109	1.734380107
1110	1.734259905
1111	1.734146976
1112	1.734122392
1113	1.7341169
1114	1.734115803
1115	1.734115041
1116	1.734114245
1117	1.734106616
1118	1.73409504
1119	1.734069596
1120	1.733954849
1121	1.73384973
1122	1.733803632
1123	1.733705709
1124	1.733647393
1125	1.733628637
1126	1.733609965
1127	1.733595446
1128	1.733583293
1129	1.733577617
1130	1.733567371
1131	1.733553317
1132	1.733552574
1133	1.733550091
1134	1.733549173
1135	1.733516023
1136	1.733412146
1137	1.733399512
1138	1.733372513
1139	1.733368745
1140	1.733361597
1141	1.733360918
1142	1.733346566
1143	1.733318014
1144	1.733219949
1145	1.733211229
1146	1.733197234
1147	1.733101372
1148	1.733091758
1149	1.733076852
1150	1.733068636
1151	1.732992559
1152	1.732991972
1153	1.732978409
1154	1.732964712
1155	1.732954762
1156	1.732941511
1157	1.732938942
1158	1.732847966
1159	1.732840461
1160	1.732835503
1161	1.73282648
1162	1.732814199
1163	1.732809874
1164	1.732786649
1165	1.732747129
1166	1.732737085
1167	1.732714166
1168	1.732697176
1169	1.732667856
1170	1.732650237
1171	1.73264656
1172	1.732618555
1173	1.732533223
1174	1.732528232
1175	1.732525146
1176	1.732488513
1177	1.732487058
1178	1.732484151
1179	1.732465834
1180	1.732450858
1181	1.73243977
1182	1.732430116
1183	1.732420971
1184	1.732385493
1185	1.732372741
1186	1.732369796
1187	1.732369222
1188	1.732350059
1189	1.732269571
1190	1.732267044
1191	1.732258541
1192	1.732254624
1193	1.73223867
1194	1.732231427
1195	1.732219691
1196	1.73221388
1197	1.732141856
1198	1.732131353
1199	1.732062412
1200	1.731988093
1201	1.731947063
1202	1.731941661
1203	1.731885088
1204	1.731878087
1205	1.731875037
1206	1.73187166
1207	1.731868621
1208	1.731867435
1209	1.731848236
1210	1.731846858
1211	1.731825704
1212	1.731771517
1213	1.731737707
1214	1.73172864
1215	1.731724366
1216	1.73165808
1217	1.731633919
1218	1.731576013
1219	1.731554294
1220	1.731547665
1221	1.731485831
1222	1.731423973
1223	1.731420613
1224	1.731405476
1225	1.731359205
1226	1.731349992
1227	1.731333779
1228	1.731333332
1229	1.731314176
1230	1.731259888
1231	1.731256962
1232	1.731252185
1233	1.731232451
1234	1.731228757
1235	1.731178188
1236	1.7311756
1237	1.731172971
1238	1.731170401
1239	1.731120084
1240	1.731104636
1241	1.731098747
1242	1.73109604
1243	1.731085742
1244	1.731078461
1245	1.731070592
1246	1.73102559
1247	1.731022989
1248	1.731015102
1249	1.730964844
1250	1.730919821
1251	1.730919423
1252	1.73090947
1253	1.73086497
1254	1.73085928
1255	1.73083944
1256	1.730837716
1257	1.730797623
1258	1.730797205
1259	1.730795691
1260	1.73079274
1261	1.730791183
1262	1.730784055
1263	1.730783702
1264	1.730781762
1265	1.730775934
1266	1.730775443
1267	1.730774823
1268	1.730771504
1269	1.730764315
1270	1.730754699
1271	1.73074079
1272	1.73072748
1273	1.730722309
1274	1.730721982
1275	1.730719263
1276	1.730715862
1277	1.730708415
1278	1.730707672
1279	1.73066372
1280	1.730650227
1281	1.730648558
1282	1.730605528
1283	1.730566578
1284	1.73056475
1285	1.730552485
1286	1.730546338
1287	1.730542346
1288	1.730529142
1289	1.730489667
1290	1.730485165
1291	1.730460754
1292	1.730441108
1293	1.730435487
1294	1.730397703
1295	1.730386592
1296	1.730380775
1297	1.730374758
1298	1.730372904
1299	1.730370611
1300	1.730369944
1301	1.73035402
1302	1.730317535
1303	1.730306614
1304	1.730278108
1305	1.730260772
1306	1.730257716
1307	1.730255578
1308	1.730253805
1309	1.730218529
1310	1.730213595
1311	1.730180856
1312	1.730176429
1313	1.730147113
1314	1.730136999
1315	1.730133691
1316	1.730130231
1317	1.7301275
1318	1.730121086
1319	1.73011779
1320	1.730115989
1321	1.730106283
1322	1.730102432
1323	1.730097314
1324	1.730096399
1325	1.73009092
1326	1.730089855
1327	1.730085146
1328	1.730078896
1329	1.730075804
1330	1.730074282
1331	1.730074112
1332	1.730056049
1333	1.730054023
1334	1.73005021
1335	1.730043485
1336	1.730042068
1337	1.730040715
1338	1.730010862
1339	1.73000424
1340	1.730001763
1341	1.73000049
1342	1.729981963
1343	1.729980707
1344	1.729978203
1345	1.729978047
1346	1.729975422
1347	1.729974102
1348	1.729955396
1349	1.729955282
1350	1.729931945
1351	1.729930423
1352	1.729903671
1353	1.729902208
1354	1.729875741
1355	1.729872781
1356	1.729869307
1357	1.729867961
1358	1.729860743
1359	1.729857951
1360	1.729831938
1361	1.729830844
1362	1.729815424
1363	1.729790477
1364	1.72979035
1365	1.729769527
1366	1.729751754
1367	1.729743933
1368	1.729741231
1369	1.729739999
1370	1.729739078
1371	1.729738058
1372	1.729716878
1373	1.729713313
1374	1.729711677
1375	1.729689328
1376	1.729684493
1377	1.729672736
1378	1.729668169
1379	1.729665203
1380	1.729661498
1381	1.729642845
1382	1.729640982
1383	1.729622152
1384	1.72962098
1385	1.729617068
1386	1.729596973
1387	1.72959405
1388	1.729589222
1389	1.72958726
1390	1.729581538
1391	1.729579509
1392	1.729572361
1393	1.729570041
1394	1.729550723
1395	1.729549669
1396	1.729549526
1397	1.72954845
1398	1.729547795
1399	1.729545537
1400	1.729543429
1401	1.729542485
1402	1.729528932
1403	1.729526967
1404	1.729523234
1405	1.729523047
1406	1.729504613
1407	1.729504506
1408	1.729503495
1409	1.729501579
1410	1.729498639
1411	1.729497903
1412	1.729482621
1413	1.729482126
1414	1.729479665
1415	1.729475987
1416	1.729468735
1417	1.729466664
1418	1.729465675
1419	1.729461973
1420	1.729445197
